institute,record_id,gender,country_origin,citizenship,months_postdoc,job_sector,job_type,specifics,job_country,job_state,degree,degree_field,degree_cip,years
NIEHS,383,Male,South Korea,International,42.9,Academic institution,Tenure track faculty,Primarily applied research,South Korea,Seoul,DVM;PhD,Unknown,Unknown,2005-2009
NIEHS,400,Male,South Korea,International,9.7,Academic institution,Tenure track faculty,Primarily clinical research,South Korea,Seoul,MD;PhD,Medicine;Public Health,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,440,Male,South Korea,International,23.3,Academic institution,Tenure track faculty,Computation/informatics,South Korea,Seoul,PhD,Unknown,Unknown,2010-2014
NIEHS,854,Male,South Korea,International,22.9,Academic institution,Tenure track faculty,Primarily clinical research,South Korea,Seoul,MD;PhD,Unknown,Unknown,2005-2009
NIEHS,510,Male,South Korea,International,18,Academic institution,Tenure track faculty,Primarily basic research,South Korea,Yangsan,,Food Science and Environmental Toxicology,Pharmacology/Toxicology,2005-2009
NIEHS,372,Male,South Korea,International,40.5,Academic institution,Tenure track faculty,Unknown or Undecided,South Korea,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,373,Male,South Korea,International,22.7,Academic institution,Tenure track faculty,Primarily clinical research,South Korea,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,920,Male,Sweden,International,58,Academic institution,Tenure track faculty,Primarily basic research,Sweden,Gothenburg,PhD,Genetics,Genetics/Genomics,2015-2019
NIEHS,88,Male,China,International,28.9,Academic institution,Tenure track faculty,Computation/informatics,Sweden,Örebro,PhD,Social Medicine & Public Health Services Management,Epidemiology,2005-2009
NIEHS,316,Male,Taiwan,International,32.1,Academic institution,Tenure track faculty,Primarily basic research,Taiwan,Taiwan,PhD,Endocrinology and Reproductive Physiology,General Biology/Biomedical Science,2000-2004
NIEHS,92,Male,United Kingdom,International,36,Academic institution,Tenure track faculty,Primarily basic research,United Kingdom,London,PhD,Cell Physiology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,99,Male,United Kingdom,International,32.3,Academic institution,Tenure track faculty,Primarily basic research,United Kingdom,United Kingdom,PhD,Neuroscience,Neurobiology/Neuroscience,2010-2014
NIEHS,1097,Male,China,International,58.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Alabama,PhD,Biochemistry & Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,634,Male,India,International,82.8,Academic institution,Tenure track faculty,Primarily basic research,United States,California,PhD,Unknown,Unknown,2010-2014
NIEHS,451,Male,China,International,66.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Florida,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,452,Male,Russia,International,72.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Georgia,PhD,Biology,General Biology/Biomedical Science,2000-2004
NIEHS,236,Male,Italy,International,60,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Neurobiology and Neurosciences,Neurobiology/Neuroscience,2005-2009
NIEHS,286,Male,China,International,70,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Organic Chemistry,Chemistry,2005-2009
NIEHS,354,Male,Russia,International,60,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,460,Male,Japan,International,45.6,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Unknown,Unknown,2005-2009
NIEHS,595,Male,Canada,International,6,Academic institution,Tenure track faculty,Primarily teaching,United States,Illinois,PhD,Pharmacology,Pharmacology/Toxicology,2010-2014
NIEHS,1096,Male,Canada,International,87.2,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,800,Male,China,International,11.4,Academic institution,Tenure track faculty,Primarily basic research,United States,Iowa,PhD,Neuroscience,Neurobiology/Neuroscience,2005-2009
NIEHS,36,Male,Germany,International,59.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Kentucky,PhD,Pharmacology,Pharmacology/Toxicology,2005-2009
NIEHS,862,Male,Belarus,International,60,Academic institution,Tenure track faculty,Primarily basic research,United States,Kentucky,PhD,Chemistry,Chemistry,2000-2004
NIEHS,695,Male,Hungary,International,51.7,Academic institution,Tenure track faculty,Primarily basic research,United States,Louisiana,PhD,Clinical medicine,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,777,Male,China,International,24,Academic institution,Tenure track faculty,Primarily basic research,United States,Maryland,PhD,Toxicology,Pharmacology/Toxicology,2000-2004
NIEHS,841,Male,China,International,23.4,Academic institution,Tenure track faculty,Computation/informatics,United States,Michigan,PhD,Statistics,Computational Biology/Biostatistics/Bioinformatics,2005-2009
NIEHS,1046,Male,Canada,International,94.5,Academic institution,Tenure track faculty,Primarily applied research,United States,Minnesota,PhD,Unknown,Unknown,2015-2019
NIEHS,1058,Male,India,International,35.4,Academic institution,Tenure track faculty,Primarily basic research,United States,Missouri,PhD,Unknown,Unknown,2015-2019
NIEHS,53,Male,Canada,International,63.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Nebraska,PhD,Biochemistry & Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,215,Male,Mexico,International,64.7,Academic institution,Tenure track faculty,Primarily basic research,United States,Nebraska,PhD,Biomedical Sciences,General Biology/Biomedical Science,2005-2009
NIEHS,568,Male,Russia,International,67,Academic institution,Tenure track faculty,Primarily basic research,United States,Nebraska,PhD,Genetics,Genetics/Genomics,2000-2004
NIEHS,265,Male,China,International,24,Academic institution,Tenure track faculty,Computation/informatics,United States,New Jersey,PhD,Biostatistics,Computational Biology/Biostatistics/Bioinformatics,2005-2009
NIEHS,230,Male,Spain,International,51.8,Academic institution,Tenure track faculty,Primarily basic research,United States,New York,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,414,Male,Italy,International,24,Academic institution,Tenure track faculty,Primarily basic research,United States,New York,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,141,Male,Israel,International,83.7,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,313,Male,United Kingdom,International,72.5,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Physiology,General Biology/Biomedical Science,2005-2009
NIEHS,416,Male,Belgium,International,62.5,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Biological Engineering,Biomedical/Medical Engineering,2010-2014
NIEHS,1086,Male,China,International,28.8,Academic institution,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Physiology,General Biology/Biomedical Science,2015-2019
NIEHS,529,Male,Russia,International,69.3,Academic institution,Tenure track faculty,Primarily basic research,United States,North Dakota,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,1068,Male,Japan,International,71.4,Academic institution,Tenure track faculty,Primarily basic research,United States,North Dakota,PhD,"Biology, General",General Biology/Biomedical Science,2015-2019
NIEHS,113,Male,China,International,47,Academic institution,Tenure track faculty,Primarily basic research,United States,Ohio,MD;PhD,Epidemiology and Health Statistics,Epidemiology,2005-2009
NIEHS,761,Male,Argentina,International,74.3,Academic institution,Tenure track faculty,Primarily basic research,United States,Ohio,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,1017,Male,China,International,29,Academic institution,Tenure track faculty,Computation/Informatics,United States,Ohio,PhD,Biostatistics,Computational Biology/Biostatistics/Bioinformatics,2015-2019
NIEHS,786,Male,China,International,30.4,Academic institution,Tenure track faculty,Primarily basic research,United States,Oklahoma,PhD,Biophysics,Biophysics/Structural Biology,2000-2004
NIEHS,740,Male,Morocco,International,71.5,Academic institution,Tenure track faculty,Primarily basic research,United States,Pennsylvania,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,83,Male,New Zealand,International,32.1,Academic institution,Tenure track faculty,Computation/informatics,United States,South Carolina,PhD,Statistics,Computational Biology/Biostatistics/Bioinformatics,2005-2009
NIEHS,111,Male,India,International,65.1,Academic institution,Tenure track faculty,Primarily basic research,United States,South Carolina,PhD,Inflammatory Diseases,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,782,Male,China,International,24.5,Academic institution,Tenure track faculty,Computation/informatics,United States,South Carolina,PhD,Statistics,Computational Biology/Biostatistics/Bioinformatics,2005-2009
NIEHS,177,Male,Russia,International,35.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Tennessee,PhD,Biochemistry/Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,127,Male,South Korea,International,31.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Biology,General Biology/Biomedical Science,2005-2009
NIEHS,397,Male,Japan,International,58.7,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Developmental Biology,General Biology/Biomedical Science,2005-2009
NIEHS,402,Male,Russia,International,59.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Genetics,Genetics/Genomics,2005-2009
NIEHS,801,Male,Taiwan,International,98.6,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Life Sciences,General Biology/Biomedical Science,2005-2009
NIEHS,981,Male,India,International,23.7,Academic institution,Tenure track faculty,Computation/informatics,United States,Washington,PhD,Unknown,Unknown,2015-2019
NIEHS,55,Male,Brazil,International,64.1,Academic institution,Tenure track faculty,Primarily basic research,United States,Wisconsin,PhD,Biochemistry and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,1099,Male,China,International,63.7,Academic institution,Tenure track faculty,Primarily basic research,United States,Wisconsin,PhD,Toxicology,Pharmacology/Toxicology,2015-2019
NIEHS,228,Female,United States,US,24,Academic institution,Tenure track faculty,Primarily basic research,China,Dalian,MD,Unknown,Unknown,2005-2009
NIEHS,788,Female,United States,US,60,Academic institution,Tenure track faculty,Primarily basic research,China,Hangzhou,PhD,Nutrition,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,952,Female,United States,US,8.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Alabama,PhD,Chemistry,Chemistry,2015-2019
NIEHS,35,Female,United States,US,49.8,Academic institution,Tenure track faculty,Primarily applied research,United States,Colorado,PhD,Pharmacology,Pharmacology/Toxicology,2005-2009
NIEHS,159,Female,United States,US,36,Academic institution,Tenure track faculty,Primarily basic research,United States,Connecticut,PhD,Pharmacology,Pharmacology/Toxicology,2005-2009
NIEHS,270,Female,United States,US,19.1,Academic institution,Tenure track faculty,Primarily basic research,United States,Connecticut,PhD,Pharmacology and Cancer Biology,Pharmacology/Toxicology,2000-2004
NIEHS,1087,Female,United States,US,20.4,Academic institution,Tenure track faculty,Primarily basic research,United States,Connecticut,PhD,Molecular & Cellular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,197,Female,United States,US,12,Academic institution,Tenure track faculty,Primarily teaching,United States,Florida,PhD,Microbiology,Microbiology/Immunology,2005-2009
NIEHS,1,Female,United States,US,46.6,Academic institution,Tenure track faculty,Primarily teaching,United States,Georgia,PhD,Biological and Biomedical Sciences,General Biology/Biomedical Science,2010-2014
NIEHS,260,Female,United States,US,30.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Georgia,PhD,Unknown,Unknown,2005-2009
NIEHS,415,Female,United States,US,43.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Microbiology,Microbiology/Immunology,2010-2014
NIEHS,50,Female,United States,US,47.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Indiana,PhD,Unknown,Unknown,2005-2009
NIEHS,268,Female,United States,US,14.4,Academic institution,Tenure track faculty,Primarily teaching,United States,Indiana,PhD,Chemistry,Chemistry,2010-2014
NIEHS,673,Female,United States,US,11,Academic institution,Tenure track faculty,Primarily basic research,United States,Massachusetts,PhD,Sociology,Epidemiology,2000-2004
NIEHS,794,Female,United States,US,38,Academic institution,Tenure track faculty,Primarily basic research,United States,Michigan,MD;PhD,Unknown,Unknown,2005-2009
NIEHS,1076,Female,United States,US,66.7,Academic institution,Tenure track faculty,Primarily applied research,United States,Michigan,PhD,Epidemiology,Epidemiology,2015-2019
NIEHS,533,Female,United States,US,47.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Minnesota,PhD,Epidemiology,Epidemiology,2005-2009
NIEHS,939,Female,United States,US,46,Academic institution,Tenure track faculty,Primarily applied research,United States,Missouri,PhD,Epidemiology,Epidemiology,2015-2019
NIEHS,666,Female,United States,US,46.6,Academic institution,Tenure track faculty,Primarily basic research,United States,Nebraska,PhD,Genetics,Genetics/Genomics,2000-2004
NIEHS,579,Female,United States,US,29.5,Academic institution,Tenure track faculty,Primarily basic research,United States,New York,PhD,Neuroscience,Neurobiology/Neuroscience,2000-2004
NIEHS,58,Female,United States,US,48,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Chemistry,Chemistry,2000-2004
NIEHS,60,Female,United States,US,12.1,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,140,Female,United States,US,30.4,Academic institution,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Microbiology and Immunology,Microbiology/Immunology,2005-2009
NIEHS,157,Female,United States,US,25.9,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2000-2004
NIEHS,224,Female,United States,US,42.5,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Chemistry,Chemistry,2000-2004
NIEHS,253,Female,United States,US,42.7,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Immunology and Toxicology,Microbiology/Immunology,2010-2014
NIEHS,255,Female,United States,US,56.3,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Molecular and Experimental Pathology,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,306,Female,United States,US,72,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Environmental Health and Epidemiology,Environmental Science,2005-2009
NIEHS,332,Female,United States,US,45,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Genetics,Genetics/Genomics,2000-2004
NIEHS,338,Female,United States,US,68.5,Academic institution,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Physiology,General Biology/Biomedical Science,2005-2009
NIEHS,534,Female,United States,US,29,Academic institution,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2010-2014
NIEHS,544,Female,United States,US,3.2,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,,Unknown,Unknown,2000-2004
NIEHS,574,Female,United States,US,47,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Chemistry,Chemistry,2005-2009
NIEHS,625,Female,United States,US,47.3,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Neuroscience,Neurobiology/Neuroscience,2010-2014
NIEHS,657,Female,United States,US,24.8,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2000-2004
NIEHS,727,Female,United States,US,52.3,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Unknown,Unknown,2010-2014
NIEHS,743,Female,United States,US,22.9,Academic institution,Tenure track faculty,Primarily teaching,United States,North Carolina,PhD,Immunology,Microbiology/Immunology,2005-2009
NIEHS,773,Female,United States,US,72,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Physiology,General Biology/Biomedical Science,2005-2009
NIEHS,776,Female,United States,US,75.3,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Physics,Mathematics/Computer Science/Physics,2005-2009
NIEHS,907,Female,United States,US,23.1,Academic institution,Tenure track faculty,Computation/informatics,United States,North Carolina,PhD,Biostatistics,Computational Biology/Biostatistics/Bioinformatics,2015-2019
NIEHS,975,Female,United States,US,15,Academic institution,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2015-2019
NIEHS,314,Female,United States,US,80.4,Academic institution,Tenure track faculty,Primarily basic research,United States,Ohio,PhD,Unknown,Unknown,2000-2004
NIEHS,903,Female,United States,US,35,Academic institution,Tenure track faculty,Primarily basic research,United States,Ohio,PhD,Pathobiology,Physiology/Pathology,2015-2019
NIEHS,318,Female,United States,US,23.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Pennsylvania,MD;PhD,Medicine;Unknown,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,717,Female,United States,US,24.5,Academic institution,Tenure track faculty,Primarily teaching,United States,Pennsylvania,PhD,Pathology,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,271,Female,United States,US,73.8,Academic institution,Tenure track faculty,Primarily teaching,United States,Tennessee,PhD,Genetics and Molecular biology,Genetics/Genomics,2010-2014
NIEHS,807,Female,United States,US,38,Academic institution,Tenure track faculty,Primarily applied research,United States,Texas,Mphyr;PhD,Epidemiology,Epidemiology,2010-2014
NIEHS,921,Female,United States,US,99.5,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Molecular Biosciences,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,1032,Female,United States,US,57,Academic institution,Tenure track faculty,Primarily applied research,United States,Texas,PhD,Developmental Biology,Cell biology/Anatomical Science,2015-2019
NIEHS,1060,Female,United States,US,,Academic institution,Tenure track faculty,Primarily teaching,United States,Texas,PhD,Bioethics/Medical Ethics,Bioethics/Medical Ethics,2015-2019
NIEHS,1079,Female,United States,US,23.3,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Exercise Physiology,Physiology/Pathology,2015-2019
NIEHS,246,Female,United States,US,55.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Virginia,PhD,Environmental Health,Environmental Science,2005-2009
NIEHS,291,Female,United States,US,27,Academic institution,Tenure track faculty,Primarily applied research,United States,Virginia,PhD,Bioengineering,Biomedical/Medical Engineering,2010-2014
NIEHS,941,Female,United States,US,71.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Virginia,PhD,Neurobiology,Neurobiology/Neuroscience,2015-2019
NIEHS,1056,Female,United States,US,24,Academic institution,Tenure track faculty,computation/informatics,United States,Virginia,PhD,Biostatistics,Computational Biology/Biostatistics/Bioinformatics,2015-2019
NIEHS,48,Female,United States,US,44.7,Academic institution,Tenure track faculty,Primarily teaching,United States,Washington,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,1091,Female,United States,US,71.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Washington,PhD,Physiology,General Biology/Biomedical Science,2015-2019
NIEHS,1004,Female,United States,US,19.3,Academic institution,Tenure track faculty,Primarily applied research,United States,Wisconsin,PhD,Epidemiology,Epidemiology,2015-2019
NIEHS,530,Male,United States,US,27.8,Academic institution,Tenure track faculty,Primarily basic research,Canada,Burnaby,PhD,Anthropology,Other [Anthropology],2005-2009
NIEHS,910,Male,United States,US,75.1,Academic institution,Tenure track faculty,Primarily basic research,Canada,Ottawa,PhD,Molecular & Cellular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,557,Male,United States,US,25,Academic institution,Tenure track faculty,Primarily applied research,Cyprus,Nicosia,PhD,Toxicology,Pharmacology/Toxicology,2005-2009
NIEHS,171,Male,United States,US,15.9,Academic institution,Tenure track faculty,Primarily teaching,India,Gujarat,PhD,Biostatistics,Computational Biology/Biostatistics/Bioinformatics,2000-2004
NIEHS,27,Male,United States,US,59.7,Academic institution,Tenure track faculty,Primarily teaching,South Korea,Unknown,PhD,Human Genetics,Genetics/Genomics,2000-2004
NIEHS,688,Male,United States,US,71.8,Academic institution,Tenure track faculty,Primarily basic research,United States,Alabama,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,559,Male,United States,US,41.2,Academic institution,Tenure track faculty,Primarily basic research,United States,Alaska,PhD,Biochemistry and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,477,Male,United States,US,38.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Arizona,PhD,Nutritional Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,399,Male,United States,US,58.7,Academic institution,Tenure track faculty,Primarily basic research,United States,Connecticut,PhD,Biological Chemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,166,Male,United States,US,48,Academic institution,Tenure track faculty,Primarily teaching,United States,Florida,PhD,Pharmaceutical Sciences,Pharmacology/Toxicology,2005-2009
NIEHS,445,Male,United States,US,62,Academic institution,Tenure track faculty,Primarily basic research,United States,Florida,PhD,Unknown,Unknown,2000-2004
NIEHS,706,Male,United States,US,36,Academic institution,Tenure track faculty,Primarily basic research,United States,Illinois,PhD,Physical Chemistry,Chemistry,2000-2004
NIEHS,272,Male,United States,US,31.5,Academic institution,Tenure track faculty,Primarily basic research,United States,Indiana,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,945,Male,United States,US,58,Academic institution,Tenure track faculty,Primarily basic research,United States,Kansas,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,455,Male,United States,US,88,Academic institution,Tenure track faculty,Primarily basic research,United States,Kentucky,PhD,Toxicology,Pharmacology/Toxicology,2000-2004
NIEHS,865,Male,United States,US,74.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Kentucky,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,593,Male,United States,US,63.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Louisiana,PhD,Molecular & Cell Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,687,Male,United States,US,79.2,Academic institution,Tenure track faculty,Primarily basic research,United States,Maryland,PhD,Cell Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,43,Male,United States,US,51.5,Academic institution,Tenure track faculty,Primarily clinical research,United States,Michigan,PhD,Molecular and Cellular Pathology,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,469,Male,United States,US,29.7,Academic institution,Tenure track faculty,Computation/informatics,United States,Minnesota,PhD,Epidemiology,Epidemiology,2005-2009
NIEHS,664,Male,United States,US,41.4,Academic institution,Tenure track faculty,Primarily applied research,United States,Mississippi,PhD,Genome Science and Technology,Genetics/Genomics,2005-2009
NIEHS,629,Male,United States,US,101.9,Academic institution,Tenure track faculty,Primarily basic research,United States,New Mexico,PhD,Epidemiology,Epidemiology,2000-2004
NIEHS,96,Male,United States,US,56.5,Academic institution,Tenure track faculty,Primarily basic research,United States,New York,PhD,Biochemistry and Molecular Genetics,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,352,Male,United States,US,43.9,Academic institution,Tenure track faculty,Primarily applied research,United States,New York,PhD,Epidemiology,Epidemiology,2010-2014
NIEHS,589,Male,United States,US,83.1,Academic institution,Tenure track faculty,Primarily applied research,United States,New York,PhD,Molecular and Cellular Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,238,Male,United States,US,59.9,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Cellular and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,502,Male,United States,US,38.5,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Environmental Toxicology,Pharmacology/Toxicology,2005-2009
NIEHS,546,Male,United States,US,18.5,Academic institution,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Biostatistics,Computational Biology/Biostatistics/Bioinformatics,2000-2004
NIEHS,597,Male,United States,US,59.4,Academic institution,Tenure track faculty,Primarily basic research,United States,North Dakota,PhD,Radiation Biology,General Biology/Biomedical Science,2000-2004
NIEHS,615,Male,United States,US,36.7,Academic institution,Tenure track faculty,Primarily basic research,United States,North Dakota,PhD,Integrative Biology,General Biology/Biomedical Science,2000-2004
NIEHS,694,Male,United States,US,35,Academic institution,Tenure track faculty,Primarily basic research,United States,North Dakota,PhD,Unknown,Unknown,2000-2004
NIEHS,76,Male,United States,US,76.6,Academic institution,Tenure track faculty,Primarily basic research,United States,Ohio,PhD,Cell and Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,115,Male,United States,US,57.3,Academic institution,Tenure track faculty,Primarily basic research,United States,Ohio,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,320,Male,United States,US,33.7,Academic institution,Tenure track faculty,Primarily clinical research,United States,Ohio,MD;PhD,Celluar and Molecular Physiology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
NIEHS,759,Male,United States,US,51.1,Academic institution,Tenure track faculty,Primarily teaching,United States,Oregon,PhD,Biochemistry & Biophysics,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,775,Male,United States,US,47,Academic institution,Tenure track faculty,Primarily basic research,United States,Pennsylvania,PhD,Pharmacology,Pharmacology/Toxicology,2000-2004
NIEHS,671,Male,United States,US,98.1,Academic institution,Tenure track faculty,Primarily basic research,United States,South Carolina,PhD,Unknown,Unknown,2010-2014
NIEHS,725,Male,United States,US,21,Academic institution,Tenure track faculty,Unknown or Undecided,United States,Tennessee,PhD,Epidemiology,Epidemiology,2000-2004
NIEHS,818,Male,United States,US,28,Academic institution,Tenure track faculty,Primarily basic research,United States,Tennessee,PhD,Unknown,Unknown,2000-2004
NIEHS,82,Male,United States,US,59.9,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Unknown,Unknown,2000-2004
NIEHS,130,Male,United States,US,31.2,Academic institution,Tenure track faculty,Primarily basic research,United States,Texas,PhD,Analytical Chemistry,Chemistry,2010-2014
NIEHS,133,Male,United States,US,61.7,Academic institution,Tenure track faculty,Computation/informatics,United States,Texas,PhD,Chemistry,Chemistry,2005-2009
NIEHS,708,Male,United States,US,47.7,Academic institution,Tenure track faculty,Primarily basic research,United States,Utah,PhD,Pharmacology,Pharmacology/Toxicology,2000-2004
NIEHS,716,Male,United States,US,58.6,Academic institution,Tenure track faculty,Primarily basic research,United States,Virginia,PhD,Biology,General Biology/Biomedical Science,2000-2004
NIEHS,622,Male,United States,US,62.2,Academic institution,Tenure track faculty,Primarily basic research,United States,Washington,PhD,Unknown,Unknown,2010-2014
NIEHS,659,Male,United States,US,51,Academic institution,Tenure track faculty,Primarily basic research,United States,West Virginia,PhD,Marine Science,General Biology/Biomedical Science,2005-2009
NIEHS,486,Male,United States,US,54.9,Academic institution,Tenure track faculty,Primarily basic research,West Indies,West Indies,PhD,Neuroscience and Physiology,Neurobiology/Neuroscience,2010-2014
NIEHS,435,Female,China,International,27.1,Government agency,Tenure track faculty,Primarily basic research,China,Beijing,PhD,Unknown,Unknown,2010-2014
NIEHS,11,Male,Argentina,International,5.7,Government agency,Tenure track faculty,Primarily basic research,Argentina,Buenos Aires,PhD,Chemistry,Chemistry,2005-2009
NIEHS,118,Male,China,International,23.6,Government agency,Tenure track faculty,Primarily basic research,United States,Maryland,PhD,Statistics,Computational Biology/Biostatistics/Bioinformatics,2000-2004
NIEHS,757,Male,India,International,84,Government agency,Tenure track faculty,Grants management,United States,Maryland,DVM;PhD,Veterinary medicine;Biochemistry and Immunology,Biochemistry/Cellular Biology/Molecular Biology,2000-2004
